iter,time,reward,steps,convergence
1,0.0009377709999398576,-733.33,300.0,89.1
2,0.0017404819999455867,-695.82,300.0,79.2
3,0.0025530699998626005,-658.52,299.87,70.11
4,0.003353501999868058,-579.76,300.0,61.74171
5,0.004564241999901242,-481.78,300.0,52.65171
6,0.005354344999886962,-570.81,299.85,47.16171000000001
7,0.006168516999878193,-405.68,299.84,38.07171000000001
8,0.007606082999927821,-480.54,300.0,29.775591
9,0.008638406999921244,-364.15,300.0,19.875590999999996
10,0.009463239999945472,-339.25,300.0,9.975590999999998
11,0.01044659399997272,-606.75,300.0,14.385590999999996
12,0.011248132999980953,-575.36,300.0,14.386240539
13,0.01204845799998111,-556.28,300.0,13.576891535205387
14,0.012839635999966958,-426.16,300.0,13.65627963520539
15,0.01363987399997768,-309.96,300.0,12.853013238841811
16,0.01451849799991578,-306.74,300.0,9.299323741336902
17,0.015461053999956675,-300.44,300.0,8.489323741336904
18,0.016395287000023018,-303.44,300.0,6.88546438727799
19,0.017280849000030685,-299.36,300.0,6.88546438727799
20,0.01816037400010373,-303.11,300.0,6.885552418045949
21,0.019089181000140343,-299.18,300.0,2.475559764317137
22,0.02008574700016652,-302.45,300.0,2.4750285977340782
23,0.0213844350000727,-299.0,300.0,2.474385296748744
24,0.02220100200008801,-299.18,300.0,0.8632878513015072
25,0.02304271100013011,-299.0,300.0,0.8565542476650834
26,0.024211773000160974,-299.0,300.0,0.00024374516999472461
