iter,time,reward,steps,convergence
1,0.0009156250000046384,-507.9,194.4,93.69
2,0.001773800999998798,-252.74,192.42,86.56271978895445
3,0.0020844080000017584,-242.04,197.8,81.25271978895445
4,0.002903099000008069,-364.78,200.0,74.87258183156744
5,0.0037119659999973464,-201.4,197.14,68.46015833936055
6,0.004265620999987618,-205.0,184.24,60.43710995288963
7,0.004959101999986615,-271.04,196.26,53.72066391253448
8,0.005811134999987644,-171.76,112.76,50.55931374276067
9,0.005943701999996165,-193.42,172.82,43.41148701156608
10,0.006083105000001865,-142.8,150.44,36.55277334452828
11,0.006222850000000335,-315.18,180.14,36.55273203452829
12,0.007053490000004103,-485.84,183.98,35.82641450424039
13,0.007211957000009761,-113.6,114.74,35.5518880227486
14,0.007492552000002206,-265.8,196.98,35.427505563518125
15,0.007796003999999357,-185.2,184.2,32.96569261578674
16,0.008165327000000389,-230.26,198.96,35.631130521679225
17,0.008659452000003398,-233.32,194.2,33.86942492068087
18,0.008904544999992936,-295.92,191.08,27.64593484791111
19,0.00915478099999234,-129.2,93.58,33.45539910394301
20,0.009858624999992571,-193.0,145.06,34.6302312011429
21,0.010365003999993405,-232.96,197.08,31.187092779819864
22,0.011111841999991157,-200.38,189.92,30.535141841534063
23,0.01138985999997999,-206.5,176.94,27.553889477596805
24,0.011585528999972894,-190.7,158.54,24.494092385380466
25,0.011956039999972745,-140.36,112.86,27.103145731571846
26,0.012193458999973927,-319.52,182.32,23.501768881990728
27,0.015512567999962812,-246.32,180.04,23.1024341706571
28,0.015637462999961826,-157.12,146.6,25.71125257659001
29,0.016138966999960758,-267.96,128.98,21.808893540483542
30,0.01658136399996124,-23.18,55.76,20.056285865759722
31,0.016649684999961778,-170.74,181.1,21.765314065429873
32,0.017051848999955155,-135.64,153.44,20.85866877672379
33,0.0173316359999518,-82.16,109.06,20.57713255573907
34,0.017420105999946145,-105.68,130.32,20.88044468557061
35,0.017546416999934422,-48.26,98.02,18.46957481338078
36,0.017734821999937367,-104.44,129.3,18.19188903036336
37,0.017853536999936637,-155.3,173.04,21.7593299792295
38,0.017986362999934613,0.78,48.46,19.06177434756349
39,0.01817684299993516,-21.62,61.86,14.805926683112338
40,0.018279555999939134,13.3,30.34,16.93241588631907
41,0.018347667999933037,-120.86,140.74,14.665168793624474
42,0.01844768599993074,-91.62,107.0,16.037818723726804
43,0.018535437999929627,-36.86,70.14,16.07155496396439
44,0.018621426999928303,-23.54,53.1,16.006270870380717
45,0.018788589999928718,-28.1,58.18,16.85072153607819
46,0.01889159499992843,-10.7,43.0,18.95309862142983
47,0.01898435799992626,-44.5,76.5,14.97615994059323
48,0.01912864299993089,-15.4,49.14,19.10968568563187
49,0.01928019599994002,-0.96,41.48,22.14747999191423
50,0.019379786999934367,-44.96,76.72,19.45732901659314
51,0.019465626999931374,-25.04,69.62,21.828166760085217
52,0.019553432999941833,14.72,26.34,20.40116605758637
53,0.019663781999952334,-3.48,45.12,19.74743190072037
54,0.019801461999946923,15.72,26.3,19.691684655013166
55,0.019862603999953876,-2.52,44.08,22.33045296715668
56,0.019963388999954645,-333.52,166.08,24.31415006670265
57,0.02039209499994854,-167.24,172.48,27.336781284673112
58,0.020665669999942793,-66.64,79.52,26.62599093414486
59,0.020767100999947274,-53.6,72.0,25.98950616106861
60,0.02123542999994754,-103.82,134.42,27.636020957798856
61,0.02166910299995095,-156.4,158.36,27.532137631510295
62,0.022395678999956203,-137.82,125.16,29.760600531210052
63,0.022920716999948354,-124.12,137.96,30.859139236986824
64,0.023194869999940693,-199.34,191.18,32.617818364273674
65,0.023514590999937468,-153.2,171.34,29.69932944416629
66,0.023793283999935966,-42.28,112.6,26.153573615377688
67,0.023973035999929948,-145.62,165.18,27.599817932161642
68,0.02433340499992198,-103.08,134.98,25.664116362217946
69,0.024511976999917806,-164.86,175.68,24.855441988608263
70,0.02476494999991985,-39.92,104.1,22.957799919128327
71,0.024947737999923447,-26.64,62.34,22.22063259250071
72,0.025089757999921858,-78.2,80.62,24.09314576926869
73,0.025187583999922936,-67.0,71.56,24.818136597492277
74,0.025395357999926205,-96.84,139.26,24.441678463077853
75,0.025831391999929565,-139.3,163.5,24.745012194091426
76,0.025914030999928173,-116.82,145.46,25.00993269740312
77,0.0260246869999321,-18.4,53.1,24.487550959727326
78,0.02636745599993162,-56.2,44.74,25.263951950768494
79,0.026492823999930692,-20.16,36.76,30.942396634251416
80,0.02658981699993035,6.58,25.72,34.0475887442449
81,0.026736207999931594,-61.76,96.26,33.920658521858904
82,0.026948052999927086,-59.18,100.62,30.630127495199993
83,0.027029671999926563,13.16,26.98,32.925853474392895
84,0.02711158099991451,-23.48,52.68,31.85227007082974
85,0.027210594999914406,0.92,27.9,30.13774930253022
86,0.02745770399991443,-5.84,39.54,30.739378979557802
87,0.027534484999918618,-55.2,96.7,28.299204706949922
88,0.02760607699991624,-14.52,49.3,26.321980193726386
89,0.027679458999912754,-8.92,48.42,19.20499671956528
90,0.027737868999921034,-43.1,72.12,15.061463496278133
91,0.027813658999917834,-40.58,67.54,14.616203352419783
92,0.027880328999913218,-15.86,53.34,17.931080400871632
93,0.028002550999914888,5.34,31.94,14.146067778509082
94,0.0281880999999089,-0.46,29.12,18.00239411281347
95,0.02826407499991035,-67.86,123.72,19.144385979622612
96,0.02855888399990647,-118.32,160.8,19.261271363040805
97,0.0292179289999126,-36.9,104.68,19.16110781392691
98,0.029304006999922194,-16.34,62.18,22.555127327834505
99,0.029511830999922495,4.38,75.42,24.821519028082488
100,0.029814526999913937,-11.38,77.8,25.31243380418713
101,0.030084971999912113,-43.96,107.58,24.98337721197212
102,0.030364178999917613,-17.56,94.2,21.759907699324096
103,0.0306220249999285,18.92,66.54,22.239377547779828
104,0.0306903999999264,16.6,68.24,22.24659481948644
105,0.030904166999931704,-0.7,80.1,22.247158991468233
106,0.031140103999931057,-11.78,83.08,20.764367137011348
107,0.03135370899993006,-18.2,83.4,21.204275432142236
108,0.031491222999932234,-16.26,72.94,18.637700201364318
109,0.03167016999994132,-31.6,95.06,17.532287043123166
110,0.03185562899993499,-34.84,95.68,18.576109473420978
111,0.03206538299994577,-9.12,92.16,18.69570612803802
112,0.03232223099995224,-56.6,122.46,21.860070336729517
113,0.032529954999944266,5.48,72.0,22.55094652412591
114,0.03272796499994968,17.4,70.12,20.103437436535636
115,0.03289530899995441,22.44,53.82,21.181655315844647
116,0.03303408899995475,-112.76,138.56,22.131492110762043
117,0.03312297999995906,-70.24,99.4,20.92487081628163
118,0.033266143999952646,-86.92,116.72,21.430597116645437
119,0.03356303299995034,-109.52,137.18,20.988309256731704
120,0.0339486829999629,-291.98,197.14,20.80796390687312
121,0.034637199999963286,-103.28,143.96,21.351053218103246
122,0.03496593299996675,-99.96,121.9,18.9591620094059
123,0.035200146999969206,-182.98,175.78,18.584747880019837
124,0.03547558799996864,-164.88,157.94,22.827833488689016
125,0.03570868299996732,-109.88,130.56,21.64395111725636
126,0.03587978499996325,-175.34,140.42,22.566965697649383
127,0.03607657399996356,-177.24,180.0,22.923066233432017
128,0.03659835799996358,-113.3,147.38,22.49102801447068
129,0.036692211999962865,-210.06,190.78,23.422645453017683
130,0.03677845699996851,-86.48,91.88,23.34641656021032
131,0.037055933999980084,-50.22,95.94,22.983555065366545
132,0.037203439999984766,-76.82,122.64,23.0249906426124
133,0.03733779199998821,-37.74,74.2,22.925790703790977
134,0.03786560799998995,-157.98,161.04,17.600398944811957
135,0.03820843799998386,-16.0,60.28,21.019193285391687
136,0.03831526699998733,0.96,27.66,21.172998516425835
137,0.03840850499997828,-2.86,30.14,20.298734030334185
138,0.038514927999983684,-9.5,44.04,23.434412401480774
139,0.038592532999984996,-40.58,96.72,25.479022221613594
140,0.03878221999998743,-44.42,100.78,24.664853874903947
141,0.03898683399998504,-79.26,134.2,25.377522611135724
142,0.03925793199998395,-60.74,90.58,25.28254322111263
143,0.039543633999983285,-253.42,190.2,25.767780519536103
144,0.039819018999978084,-114.4,151.7,26.763988311517473
145,0.04009106399998075,-148.4,166.22,25.75046763856655
146,0.040184009999975956,-1.46,72.08,25.151682977157467
147,0.040285480999969536,-155.02,162.7,26.218338955659608
148,0.0410233189999758,-121.9,127.26,26.04326341641957
149,0.04136264399997458,-89.42,142.38,23.0455309592433
