iter,time,reward,steps,convergence
1,0.045998965,-300.98,300.0,79.8
2,0.09159051199999979,-301.15,300.0,62.942309529263994
3,0.11026948900000022,-299.18,300.0,38.47506383247419
4,0.13302793100000088,-299.0,300.0,30.2573215204972
5,0.14923566400000077,-299.0,300.0,27.829354410555176
6,0.16838823600000108,-299.09,300.0,26.35326084052356
7,0.18638378200000005,-299.0,300.0,21.689060418497963
8,0.20581936000000134,-299.0,300.0,19.41084022906602
9,0.22253175200000186,-299.0,300.0,18.768607529056162
10,0.23956387100000143,-299.0,300.0,14.900660489810143
11,0.2585448240000012,-299.09,300.0,14.31774116764991
12,0.27397674600000066,-299.0,300.0,12.61381124562444
13,0.2942725940000006,-299.0,300.0,11.807561479553874
14,0.31139992199999966,-299.0,300.0,11.3231164857931
15,0.32793350599999904,-299.0,300.0,9.549310238739556
16,0.3455973309999969,-299.0,300.0,8.408807066564808
17,0.3613268979999944,-299.0,300.0,7.85399647480844
18,0.3773190899999932,-299.0,300.0,7.113632489042422
19,0.3935991429999923,-299.0,300.0,6.147593048830117
20,0.4153633179999936,-299.0,300.0,4.764947429221031
21,0.4360608129999939,-299.0,300.0,3.434332735250134
22,0.45596407699999375,-299.0,300.0,2.7762843899274716
23,0.47466957599999304,-299.0,300.0,2.261302820795306
24,0.49225167499999145,-299.0,300.0,1.7500808975176607
25,0.5086634649999908,-299.0,300.0,1.2449132079312415
26,0.5243904429999908,-299.0,300.0,0.8923050430446118
27,0.5406021689999889,-299.0,300.0,0.8679359205225197
28,0.5563091889999896,-299.0,300.0,0.8581924960353078
29,0.5761937749999895,-299.0,300.0,0.8485209711368817
30,0.5923007019999922,-299.0,300.0,0.8389266148416823
31,0.6110832779999917,-299.0,300.0,0.8294134611156885
32,0.6284769859999919,-299.0,300.0,0.8199773730347424
33,0.6443702839999936,-299.0,300.0,0.8106206979337109
34,0.6600808639999975,-299.0,300.0,0.8013479031449826
35,0.678252600999997,-299.0,300.0,0.7921623903002484
36,0.6948530489999953,-299.0,300.0,0.783066714435904
