iter,time,reward,steps,convergence
1,0.008970340000000299,-379.0,192.3,89.65206722596899
2,0.015715075000000134,-204.68,197.62,79.84206722596899
3,0.01937290999999952,-226.28,200.0,71.742067225969
4,0.020732612999999844,-179.7,179.42,61.93206722596899
5,0.02323299599999995,-231.74,197.06,52.626904687059344
6,0.02510266200000011,-204.08,193.96,44.184904687059344
7,0.026498141000000253,-245.88,190.22,34.851834107968514
8,0.02792726000000023,-242.16,195.98,25.027739186807885
9,0.029430472000000485,-218.0,198.64,15.242133655580208
10,0.03091017900000015,-216.9,200.0,5.434760234157592
11,0.03298989700000021,-208.22,200.0,4.957888600789325
12,0.034399148000000324,-205.36,200.0,4.928824857371533
13,0.03566901900000019,-209.2,200.0,3.1782597165239683
14,0.03712257100000027,-210.18,200.0,3.1283666607878264
15,0.03917307499999989,-250.32,180.1,3.0486947443548718
16,0.040944937999999986,-219.18,187.38,2.097517827479142
17,0.04224234000000049,-193.66,170.58,3.5305884065699744
18,0.043506440999999896,-200.6,190.34,3.630029514322014
19,0.04406690099999988,-199.0,200.0,5.152034629729693
20,0.04578801300000013,-195.12,196.32,5.1906849143769715
21,0.04856963499999978,-195.6,196.66,6.588248947538238
22,0.0510537529999997,-201.94,200.0,6.647837271478285
23,0.05364664999999924,-210.5,200.0,6.7313710348368785
24,0.05614610699999911,-271.56,200.0,6.800989305758998
25,0.05939772699999857,-209.1,197.58,6.376339085533398
26,0.06184693199999902,-224.42,200.0,5.944161100479585
27,0.06278443999999883,-207.64,176.22,4.085923014586323
28,0.0634702719999991,-182.42,187.64,4.06273538631824
29,0.06581631499999929,-194.96,192.02,2.5547910137815015
30,0.06820415099999977,-200.12,194.28,2.528962776719579
31,0.0706660509999999,-191.52,187.26,1.613987471431021
32,0.07303742599999996,-195.74,184.6,1.622881984189037
33,0.07538918600000066,-182.46,185.36,1.5960542804400462
34,0.07789640400000053,-180.26,181.32,1.5727434979552044
35,0.08048493600000128,-194.28,192.32,1.5526325268052716
36,0.08285398200000138,-199.62,197.38,1.535257759246629
37,0.08559784700000161,-191.88,193.98,1.4402492813592844
